北京

月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3 
2025-04	71	良	34μg/m³	71μg/m³	37~143	0.71mg/m³	8μg/m³	19μg/m³	113μg/m³
2025-05	49	优	17μg/m³	29μg/m³	25~100	0.561mg/m³	6μg/m³	13μg/m³	92μg/m³
2025-06	41	优	13μg/m³	25μg/m³	28~85	0.533mg/m³	5μg/m³	11μg/m³	80μg/m³
哈尔滨									
月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3
2013-12	197	中度污染	155μg/m³	198μg/m³	83~370	1.693mg/m³	78μg/m³	120μg/m³	27μg/m³
2014-01	160	中度污染	123μg/m³	164μg/m³	54~412	1.41mg/m³	68μg/m³	126μg/m³	33μg/m³
2014-02	150	中度污染	114μg/m³	163μg/m³	46~308	1.479mg/m³	73μg/m³	116μg/m³	54μg/m³
2014-03	81	良	56μg/m³	96μg/m³	43~213	0.916mg/m³	68μg/m³	62μg/m³	62μg/m³
2014-04	79	良	49μg/m³	104μg/m³	50~134	0.733mg/m³	56μg/m³	30μg/m³	92μg/m³
2014-05	53	良	28μg/m³	55μg/m³	24~129	0.658mg/m³	40μg/m³	15μg/m³	80μg/m³
2014-06	58	良	30μg/m³	61μg/m³	29~119	0.733mg/m³	38μg/m³	13μg/m³	93μg/m³
2014-07	74	良	49μg/m³	72μg/m³	24~249	0.771mg/m³	8μg/m³	35μg/m³	100μg/m³
2014-08	53	良	29μg/m³	54μg/m³	23~74	0.681mg/m³	41μg/m³	10μg/m³	90μg/m³
2014-09	44	优	22μg/m³	47μg/m³	22~73	0.59mg/m³	35μg/m³	15μg/m³	60μg/m³
2014-10	151	中度污染	120μg/m³	160μg/m³	29~446	0.987mg/m³	58μg/m³	45μg/m³	61μg/m³
2014-11	184	中度污染	145μg/m³	194μg/m³	50~375	1.06mg/m³	84μg/m³	60μg/m³	43μg/m³
2014-12	137	轻度污染	99μg/m³	140μg/m³	58~220	1.042mg/m³	60μg/m³	139μg/m³	29μg/m³
2015-01	156	中度污染	120μg/m³	156μg/m³	47~287	1.252mg/m³	76μg/m³	153μg/m³	33μg/m³
2015-02	150	中度污染	113μg/m³	154μg/m³	45~381	1.282mg/m³	91μg/m³	69μg/m³	51μg/m³
2015-03	90	良	63μg/m³	105μg/m³	45~217	1.032mg/m³	51μg/m³	43μg/m³	65μg/m³
2015-04	81	良	52μg/m³	102μg/m³	40~134	0.683mg/m³	45μg/m³	19μg/m³	57μg/m³
2015-05	54	良	27μg/m³	64μg/m³	25~132	0.548mg/m³	9μg/m³	35μg/m³	61μg/m³
2015-06	66	良	34μg/m³	58μg/m³	35~113	0.667mg/m³	8μg/m³	33μg/m³	106μg/m³
2015-07	69	良	31μg/m³	52μg/m³	34~117	0.842mg/m³	6μg/m³	37μg/m³	109μg/m³
2015-08	48	优	24μg/m³	41μg/m³	28~100	0.784mg/m³	5μg/m³	32μg/m³	76μg/m³
2015-09	50	优	22μg/m³	48μg/m³	32~80	0.757mg/m³	8μg/m³	37μg/m³	64μg/m³
2015-10	82	良	57μg/m³	83μg/m³	26~211	0.994mg/m³	42μg/m³	18μg/m³	60μg/m³
2015-11	178	中度污染	148μg/m³	178μg/m³	50~500	1.403mg/m³	62μg/m³	39μg/m³	37μg/m³
2015-12	182	中度污染	145μg/m³	188μg/m³	50~414	1.668mg/m³	77μg/m³	71μg/m³	30μg/m³
2016-01	127	轻度污染	96μg/m³	119μg/m³	53~234	1.387mg/m³	74μg/m³	63μg/m³	34μg/m³
2016-02	92	良	67μg/m³	90μg/m³	40~195	1.434mg/m³	56μg/m³	56μg/m³	49μg/m³
2016-03	82	良	55μg/m³	97μg/m³	38~172	1.319mg/m³	47μg/m³	36μg/m³	63μg/m³
2016-04	73	良	40μg/m³	87μg/m³	39~169	1.067mg/m³	37μg/m³	17μg/m³	72μg/m³
2016-05	60	良	27μg/m³	60μg/m³	37~103	0.984mg/m³	31μg/m³	10μg/m³	96μg/m³
2016-06	55	良	25μg/m³	40μg/m³	33~107	0.93mg/m³	8μg/m³	32μg/m³	99μg/m³
2016-07	54	良	24μg/m³	42μg/m³	29~89	0.923mg/m³	6μg/m³	33μg/m³	93μg/m³
2016-08	50	优	23μg/m³	45μg/m³	22~88	0.932mg/m³	9μg/m³	32μg/m³	86μg/m³
2016-09	46	优	23μg/m³	38μg/m³	28~64	0.95mg/m³	34μg/m³	10μg/m³	61μg/m³
2016-10	66	良	43μg/m³	60μg/m³	40~139	0.971mg/m³	43μg/m³	17μg/m³	52μg/m³
2016-11	118	轻度污染	100μg/m³	106μg/m³	57~500	1.243mg/m³	58μg/m³	46μg/m³	46μg/m³
2016-12	123	轻度污染	92μg/m³	112μg/m³	49~212	1.545mg/m³	60μg/m³	58μg/m³	39μg/m³
2017-01	156	中度污染	123μg/m³	148μg/m³	47~350	1.91mg/m³	69μg/m³	65μg/m³	50μg/m³
2017-02	99	良	73μg/m³	93μg/m³	43~275	1.746mg/m³	58μg/m³	45μg/m³	82μg/m³
2017-03	81	良	56μg/m³	82μg/m³	42~161	1.519mg/m³	56μg/m³	32μg/m³	93μg/m³
2017-04	96	良	60μg/m³	104μg/m³	43~236	1.56mg/m³	46μg/m³	24μg/m³	112μg/m³
2017-05	85	良	24μg/m³	65μg/m³	37~297	0.877mg/m³	31μg/m³	11μg/m³	122μg/m³
2017-06	68	良	24μg/m³	45μg/m³	32~148	0.723mg/m³	9μg/m³	37μg/m³	114μg/m³
2017-07	74	良	21μg/m³	50μg/m³	42~128	0.713mg/m³	8μg/m³	37μg/m³	124μg/m³
2017-08	48	优	16μg/m³	38μg/m³	27~85	0.574mg/m³	7μg/m³	28μg/m³	88μg/m³
2017-09	48	优	21μg/m³	48μg/m³	29~70	0.637mg/m³	8μg/m³	33μg/m³	74μg/m³
2017-10	119	轻度污染	94μg/m³	122μg/m³	35~473	0.848mg/m³	49μg/m³	17μg/m³	84μg/m³
2017-11	121	轻度污染	101μg/m³	118μg/m³	33~435	0.98mg/m³	39μg/m³	26μg/m³	62μg/m³
2017-12	101	轻度污染	74μg/m³	92μg/m³	25~206	1.219mg/m³	53μg/m³	49μg/m³	30μg/m³
2018-01	115	轻度污染	87μg/m³	105μg/m³	36~312	1.042mg/m³	49μg/m³	47μg/m³	48μg/m³
2018-02	95	良	71μg/m³	91μg/m³	47~228	1.064mg/m³	42μg/m³	39μg/m³	68μg/m³
2018-03	94	良	63μg/m³	95μg/m³	44~239	0.877mg/m³	41μg/m³	28μg/m³	97μg/m³
2018-04	77	良	51μg/m³	77μg/m³	0~270	0.747mg/m³	36μg/m³	14μg/m³	107μg/m³
2018-05	67	良	27μg/m³	62μg/m³	40~108	0.623mg/m³	7μg/m³	32μg/m³	114μg/m³
2018-06	66	良	17μg/m³	38μg/m³	34~140	0.58mg/m³	6μg/m³	29μg/m³	115μg/m³
2018-07	55	良	18μg/m³	40μg/m³	28~122	0.597mg/m³	6μg/m³	27μg/m³	96μg/m³
2018-08	38	优	12μg/m³	31μg/m³	17~87	0.523mg/m³	6μg/m³	24μg/m³	66μg/m³
2018-09	41	优	15μg/m³	38μg/m³	20~73	0.577mg/m³	7μg/m³	28μg/m³	61μg/m³
2018-10	46	优	22μg/m³	49μg/m³	22~88	0.606mg/m³	33μg/m³	11μg/m³	59μg/m³
2018-11	53	良	33μg/m³	56μg/m³	0~95	0.753mg/m³	35μg/m³	20μg/m³	46μg/m³
2018-12	78	良	56μg/m³	76μg/m³	26~321	0.881mg/m³	36μg/m³	29μg/m³	45μg/m³
2019-01	104	轻度污染	75μg/m³	106μg/m³	47~278	1.219mg/m³	44μg/m³	35μg/m³	44μg/m³
2019-02	136	轻度污染	106μg/m³	119μg/m³	42~414	1.075mg/m³	41μg/m³	30μg/m³	68μg/m³
2019-03	81	良	54μg/m³	94μg/m³	35~228	0.887mg/m³	38μg/m³	19μg/m³	83μg/m³
2019-04	85	良	36μg/m³	108μg/m³	37~459	0.61mg/m³	28μg/m³	13μg/m³	98μg/m³
2019-05	67	良	24μg/m³	66μg/m³	30~187	0.568mg/m³	25μg/m³	11μg/m³	106μg/m³
2019-06	55	良	14μg/m³	34μg/m³	20~136	0.537mg/m³	8μg/m³	27μg/m³	99μg/m³
2019-07	55	良	19μg/m³	40μg/m³	25~79	0.606mg/m³	8μg/m³	27μg/m³	100μg/m³
2019-08	34	优	12μg/m³	27μg/m³	18~64	0.561mg/m³	8μg/m³	22μg/m³	54μg/m³
2019-09	47	优	16μg/m³	42μg/m³	26~103	0.627mg/m³	9μg/m³	28μg/m³	79μg/m³
2019-10	56	良	27μg/m³	61μg/m³	23~123	0.674mg/m³	34μg/m³	13μg/m³	66μg/m³
2019-11	45	优	27μg/m³	44μg/m³	24~108	0.62mg/m³	30μg/m³	15μg/m³	45μg/m³
2019-12	119	轻度污染	91μg/m³	103μg/m³	27~298	1.029mg/m³	46μg/m³	29μg/m³	37μg/m³
2020-01	197	中度污染	155μg/m³	164μg/m³	58~327	1.345mg/m³	61μg/m³	43μg/m³	60μg/m³
2020-02	82	良	60μg/m³	67μg/m³	38~216	0.79mg/m³	27μg/m³	26μg/m³	87μg/m³
2020-03	65	良	41μg/m³	55μg/m³	40~165	0.616mg/m³	25μg/m³	16μg/m³	96μg/m³
2020-04	105	轻度污染	91μg/m³	100μg/m³	32~500	0.747mg/m³	34μg/m³	16μg/m³	104μg/m³
2020-05	61	良	21μg/m³	48μg/m³	29~124	0.516mg/m³	24μg/m³	13μg/m³	110μg/m³
2020-06	54	良	12μg/m³	30μg/m³	29~188	0.52mg/m³	23μg/m³	11μg/m³	99μg/m³
2020-07	64	良	18μg/m³	42μg/m³	40~136	0.619mg/m³	27μg/m³	10μg/m³	114μg/m³
2020-08	43	优	12μg/m³	30μg/m³	22~70	0.565mg/m³	22μg/m³	10μg/m³	81μg/m³
2020-09	41	优	15μg/m³	36μg/m³	19~72	0.663mg/m³	26μg/m³	11μg/m³	61μg/m³
2020-10	49	优	24μg/m³	54μg/m³	19~100	0.7mg/m³	32μg/m³	12μg/m³	59μg/m³
2020-11	77	良	52μg/m³	71μg/m³	24~179	0.8mg/m³	39μg/m³	18μg/m³	47μg/m³
2020-12	83	良	61μg/m³	76μg/m³	47~170	0.884mg/m³	43μg/m³	23μg/m³	47μg/m³
2021-01	110	轻度污染	83μg/m³	94μg/m³	42~244	1.071mg/m³	43μg/m³	32μg/m³	62μg/m³
2021-02	85	良	61μg/m³	73μg/m³	36~240	0.943mg/m³	29μg/m³	27μg/m³	90μg/m³
2021-03	69	良	44μg/m³	62μg/m³	42~145	0.758mg/m³	35μg/m³	19μg/m³	96μg/m³
2021-04	95	良	58μg/m³	91μg/m³	43~249	0.657mg/m³	32μg/m³	16μg/m³	121μg/m³
2021-05	70	良	23μg/m³	51μg/m³	39~154	0.558mg/m³	27μg/m³	13μg/m³	120μg/m³
2021-06	68	良	17μg/m³	37μg/m³	38~125	0.617mg/m³	31μg/m³	11μg/m³	119μg/m³
2021-07	60	良	16μg/m³	36μg/m³	35~101	0.6mg/m³	25μg/m³	11μg/m³	107μg/m³
2021-08	42	优	13μg/m³	33μg/m³	15~62	0.548mg/m³	22μg/m³	11μg/m³	75μg/m³
2021-09	40	优	12μg/m³	36μg/m³	20~56	0.607mg/m³	27μg/m³	11μg/m³	62μg/m³
2021-10	50	优	24μg/m³	51μg/m³	25~85	0.723mg/m³	32μg/m³	11μg/m³	58μg/m³
2021-11	65	良	46μg/m³	59μg/m³	23~156	0.867mg/m³	34μg/m³	15μg/m³	48μg/m³
2021-12	63	良	45μg/m³	57μg/m³	29~158	0.865mg/m³	30μg/m³	20μg/m³	49μg/m³
2022-01	135	轻度污染	103μg/m³	118μg/m³	55~301	1.132mg/m³	47μg/m³	33μg/m³	51μg/m³
2022-02	93	良	68μg/m³	84μg/m³	43~231	0.921mg/m³	32μg/m³	21μg/m³	80μg/m³
2022-03	53	良	29μg/m³	47μg/m³	37~114	0.735mg/m³	23μg/m³	14μg/m³	86μg/m³
2022-04	86	良	43μg/m³	65μg/m³	37~232	0.677mg/m³	22μg/m³	14μg/m³	112μg/m³
2022-05	57	良	20μg/m³	41μg/m³	22~108	0.626mg/m³	20μg/m³	11μg/m³	104μg/m³
2022-06	52	良	11μg/m³	30μg/m³	20~109	0.61mg/m³	23μg/m³	11μg/m³	98μg/m³
2022-07	47	优	12μg/m³	33μg/m³	23~94	0.655mg/m³	9μg/m³	21μg/m³	88μg/m³
2022-08	38	优	10μg/m³	26μg/m³	25~67	0.516mg/m³	8μg/m³	19μg/m³	75μg/m³
2022-09	47	优	14μg/m³	37μg/m³	27~103	0.543mg/m³	9μg/m³	23μg/m³	84μg/m³
2022-10	46	优	24μg/m³	49μg/m³	19~100	0.658mg/m³	29μg/m³	10μg/m³	56μg/m³
2022-11	79	良	56μg/m³	76μg/m³	25~192	0.733mg/m³	31μg/m³	13μg/m³	47μg/m³
2022-12	70	良	46μg/m³	69μg/m³	28~223	0.706mg/m³	30μg/m³	18μg/m³	49μg/m³
2023-01	101	轻度污染	76μg/m³	96μg/m³	34~291	0.958mg/m³	38μg/m³	22μg/m³	54μg/m³
2023-02	87	良	60μg/m³	90μg/m³	39~214	0.796mg/m³	37μg/m³	18μg/m³	75μg/m³
2023-03	91	良	54μg/m³	111μg/m³	35~500	0.668mg/m³	31μg/m³	13μg/m³	94μg/m³
2023-04	101	轻度污染	49μg/m³	123μg/m³	39~319	0.6mg/m³	26μg/m³	11μg/m³	101μg/m³
2023-05	75	良	24μg/m³	69μg/m³	41~444	0.474mg/m³	8μg/m³	23μg/m³	107μg/m³
2023-06	74	良	13μg/m³	34μg/m³	36~148	0.52mg/m³	7μg/m³	28μg/m³	125μg/m³
2023-07	51	良	12μg/m³	32μg/m³	20~74	0.587mg/m³	7μg/m³	21μg/m³	95μg/m³
2023-08	38	优	9μg/m³	27μg/m³	21~70	0.529mg/m³	7μg/m³	18μg/m³	72μg/m³
2023-09	43	优	13μg/m³	33μg/m³	27~89	0.56mg/m³	7μg/m³	22μg/m³	81μg/m³
2023-10	57	良	31μg/m³	60μg/m³	24~169	0.645mg/m³	9μg/m³	33μg/m³	68μg/m³
2023-11	63	良	43μg/m³	58μg/m³	31~132	0.68mg/m³	35μg/m³	10μg/m³	52μg/m³
2023-12	81	良	59μg/m³	77μg/m³	33~149	0.845mg/m³	39μg/m³	14μg/m³	30μg/m³
2024-01	105	轻度污染	79μg/m³	96μg/m³	36~328	16mg/m³	1μg/m³	44μg/m³	nanμg/m³
2024-02	113	轻度污染	87μg/m³	109μg/m³	33~489	0.876mg/m³	34μg/m³	14μg/m³	83μg/m³
2024-03	56	良	32μg/m³	59μg/m³	39~188	0.584mg/m³	28μg/m³	10μg/m³	86μg/m³
2024-04	84	良	55μg/m³	88μg/m³	40~176	0.627mg/m³	9μg/m³	27μg/m³	114μg/m³
2024-05	56	良	21μg/m³	45μg/m³	26~120	0.465mg/m³	7μg/m³	21μg/m³	102μg/m³
2024-06	57	良	15μg/m³	35μg/m³	21~135	0.5mg/m³	7μg/m³	24μg/m³	102μg/m³
2024-07	60	良	25μg/m³	49μg/m³	24~95	0.619mg/m³	8μg/m³	25μg/m³	106μg/m³
2024-08	41	优	12μg/m³	33μg/m³	20~67	0.587mg/m³	8μg/m³	21μg/m³	77μg/m³
2024-09	40	优	12μg/m³	36μg/m³	26~59	0.547mg/m³	8μg/m³	25μg/m³	71μg/m³
2024-10	52	良	29μg/m³	51μg/m³	24~84	0.581mg/m³	9μg/m³	29μg/m³	65μg/m³
2024-11	102	轻度污染	76μg/m³	97μg/m³	27~267	0.72mg/m³	32μg/m³	11μg/m³	47μg/m³
2024-12	66	良	47μg/m³	61μg/m³	27~138	0.723mg/m³	34μg/m³	11μg/m³	45μg/m³
2025-01	140	轻度污染	107μg/m³	129μg/m³	46~285	1.09mg/m³	46μg/m³	13μg/m³	50μg/m³
2025-02	73	良	52μg/m³	71μg/m³	35~156	0.729mg/m³	26μg/m³	11μg/m³	78μg/m³
2025-03	66	良	39μg/m³	67μg/m³	39~198	0.635mg/m³	23μg/m³	10μg/m³	89μg/m³
2025-04	75	良	48μg/m³	68μg/m³	33~238	0.65mg/m³	9μg/m³	23μg/m³	106μg/m³
2025-05	62	良	23μg/m³	42μg/m³	37~134	0.535mg/m³	7μg/m³	21μg/m³	111μg/m³
2025-06	55	良	13μg/m³	30μg/m³	33~135	0.517mg/m³	7μg/m³	24μg/m³	102μg/m³
长春									
月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3
2013-12	146	轻度污染	111μg/m³	150μg/m³	62~273	1.43mg/m³	59μg/m³	103μg/m³	36μg/m³
2014-01	120	轻度污染	89μg/m³	128μg/m³	50~245	1.148mg/m³	78μg/m³	47μg/m³	51μg/m³
2014-02	117	轻度污染	85μg/m³	127μg/m³	53~278	1.139mg/m³	75μg/m³	46μg/m³	68μg/m³
2014-03	96	良	68μg/m³	119μg/m³	51~237	0.974mg/m³	52μg/m³	47μg/m³	81μg/m³
2014-04	91	良	55μg/m³	130μg/m³	53~142	0.803mg/m³	47μg/m³	23μg/m³	101μg/m³
2014-05	66	良	34μg/m³	76μg/m³	34~158	0.71mg/m³	41μg/m³	11μg/m³	95μg/m³
2014-06	72	良	38μg/m³	83μg/m³	36~124	0.707mg/m³	9μg/m³	47μg/m³	106μg/m³
2014-07	84	良	53μg/m³	95μg/m³	36~200	0.784mg/m³	6μg/m³	31μg/m³	115μg/m³
2014-08	71	良	37μg/m³	81μg/m³	48~101	0.794mg/m³	7μg/m³	39μg/m³	118μg/m³
2014-09	59	良	26μg/m³	69μg/m³	29~80	0.667mg/m³	8μg/m³	38μg/m³	81μg/m³
2014-10	178	中度污染	141μg/m³	208μg/m³	52~431	1.3mg/m³	57μg/m³	23μg/m³	88μg/m³
2014-11	111	轻度污染	81μg/m³	134μg/m³	51~308	1.103mg/m³	55μg/m³	46μg/m³	52μg/m³
2014-12	110	轻度污染	79μg/m³	107μg/m³	53~233	1.013mg/m³	85μg/m³	44μg/m³	44μg/m³
2015-01	137	轻度污染	104μg/m³	140μg/m³	58~264	1.323mg/m³	95μg/m³	53μg/m³	53μg/m³
2015-02	114	轻度污染	84μg/m³	120μg/m³	43~273	1.121mg/m³	68μg/m³	45μg/m³	75μg/m³
2015-03	82	良	54μg/m³	104μg/m³	47~151	0.81mg/m³	42μg/m³	39μg/m³	96μg/m³
2015-04	88	良	53μg/m³	113μg/m³	41~149	0.717mg/m³	36μg/m³	16μg/m³	116μg/m³
2015-05	92	良	37μg/m³	102μg/m³	38~500	0.661mg/m³	8μg/m³	33μg/m³	115μg/m³
2015-06	86	良	38μg/m³	69μg/m³	44~145	0.697mg/m³	8μg/m³	45μg/m³	137μg/m³
2015-07	84	良	38μg/m³	74μg/m³	36~142	0.648mg/m³	7μg/m³	37μg/m³	134μg/m³
2015-08	60	良	28μg/m³	50μg/m³	32~105	0.655mg/m³	7μg/m³	32μg/m³	102μg/m³
2015-09	64	良	28μg/m³	66μg/m³	37~108	0.7mg/m³	9μg/m³	44μg/m³	92μg/m³
2015-10	114	轻度污染	79μg/m³	113μg/m³	41~289	0.845mg/m³	47μg/m³	21μg/m³	85μg/m³
2015-11	154	中度污染	126μg/m³	149μg/m³	55~497	1.093mg/m³	54μg/m³	47μg/m³	63μg/m³
2015-12	136	轻度污染	104μg/m³	131μg/m³	52~335	1.29mg/m³	78μg/m³	57μg/m³	45μg/m³
2016-01	101	轻度污染	74μg/m³	108μg/m³	57~223	1.032mg/m³	76μg/m³	49μg/m³	54μg/m³
2016-02	70	良	46μg/m³	76μg/m³	41~142	0.783mg/m³	53μg/m³	35μg/m³	73μg/m³
2016-03	96	良	60μg/m³	121μg/m³	45~199	0.784mg/m³	40μg/m³	36μg/m³	99μg/m³
2016-04	77	良	34μg/m³	96μg/m³	53~134	0.63mg/m³	35μg/m³	13μg/m³	109μg/m³
2016-05	84	良	28μg/m³	69μg/m³	47~154	0.587mg/m³	34μg/m³	10μg/m³	136μg/m³
2016-06	80	良	30μg/m³	52μg/m³	38~150	0.613mg/m³	8μg/m³	41μg/m³	131μg/m³
2016-07	69	良	27μg/m³	49μg/m³	34~113	0.639mg/m³	6μg/m³	33μg/m³	118μg/m³
2016-08	63	良	25μg/m³	52μg/m³	22~106	0.632mg/m³	7μg/m³	35μg/m³	106μg/m³
2016-09	55	良	28μg/m³	53μg/m³	27~92	0.72mg/m³	7μg/m³	38μg/m³	77μg/m³
2016-10	77	良	51μg/m³	78μg/m³	37~158	1.035mg/m³	42μg/m³	17μg/m³	62μg/m³
2016-11	96	良	71μg/m³	88μg/m³	44~296	1.36mg/m³	43μg/m³	43μg/m³	50μg/m³
2016-12	108	轻度污染	80μg/m³	100μg/m³	41~206	1.616mg/m³	63μg/m³	51μg/m³	42μg/m³
2017-01	118	轻度污染	88μg/m³	112μg/m³	38~328	1.732mg/m³	66μg/m³	51μg/m³	56μg/m³
2017-02	84	良	60μg/m³	82μg/m³	41~205	1.507mg/m³	49μg/m³	43μg/m³	80μg/m³
2017-03	86	良	61μg/m³	98μg/m³	39~210	1.465mg/m³	51μg/m³	35μg/m³	102μg/m³
2017-04	86	良	49μg/m³	96μg/m³	42~192	1.117mg/m³	40μg/m³	18μg/m³	117μg/m³
2017-05	100	良	24μg/m³	68μg/m³	38~500	0.952mg/m³	31μg/m³	12μg/m³	130μg/m³
2017-06	77	良	24μg/m³	58μg/m³	38~127	1.043mg/m³	42μg/m³	11μg/m³	124μg/m³
2017-07	81	良	24μg/m³	52μg/m³	32~131	0.994mg/m³	9μg/m³	32μg/m³	137μg/m³
2017-08	49	优	15μg/m³	37μg/m³	28~80	0.977mg/m³	8μg/m³	28μg/m³	89μg/m³
2017-09	50	优	17μg/m³	48μg/m³	32~81	0.963mg/m³	35μg/m³	10μg/m³	82μg/m³
2017-10	96	良	68μg/m³	109μg/m³	48~251	1.31mg/m³	49μg/m³	20μg/m³	78μg/m³
2017-11	83	良	57μg/m³	88μg/m³	45~201	0.877mg/m³	35μg/m³	29μg/m³	52μg/m³
2017-12	84	良	60μg/m³	84μg/m³	26~256	1.223mg/m³	50μg/m³	45μg/m³	25μg/m³
2018-01	74	良	52μg/m³	74μg/m³	46~130	0.955mg/m³	44μg/m³	38μg/m³	49μg/m³
2018-02	65	良	43μg/m³	64μg/m³	38~119	0.961mg/m³	34μg/m³	32μg/m³	64μg/m³
2018-03	78	良	55μg/m³	78μg/m³	0~235	0.974mg/m³	40μg/m³	20μg/m³	93μg/m³
2018-04	63	良	34μg/m³	76μg/m³	0~118	0.743mg/m³	9μg/m³	30μg/m³	107μg/m³
2018-05	56	良	24μg/m³	58μg/m³	0~91	0.652mg/m³	6μg/m³	30μg/m³	100μg/m³
2018-06	73	良	22μg/m³	48μg/m³	36~127	0.653mg/m³	5μg/m³	33μg/m³	123μg/m³
2018-07	51	良	17μg/m³	41μg/m³	22~97	0.6mg/m³	4μg/m³	26μg/m³	87μg/m³
2018-08	40	优	12μg/m³	31μg/m³	21~104	0.613mg/m³	4μg/m³	25μg/m³	69μg/m³
2018-09	42	优	15μg/m³	38μg/m³	23~68	0.627mg/m³	5μg/m³	29μg/m³	63μg/m³
2018-10	51	良	26μg/m³	53μg/m³	27~93	0.748mg/m³	9μg/m³	35μg/m³	58μg/m³
2018-11	59	良	37μg/m³	62μg/m³	29~105	0.853mg/m³	37μg/m³	15μg/m³	47μg/m³
2018-12	61	良	38μg/m³	64μg/m³	28~112	0.858mg/m³	35μg/m³	22μg/m³	45μg/m³
2019-01	91	良	63μg/m³	92μg/m³	42~247	1.071mg/m³	41μg/m³	23μg/m³	47μg/m³
2019-02	107	轻度污染	80μg/m³	94μg/m³	44~186	0.982mg/m³	39μg/m³	23μg/m³	73μg/m³
2019-03	85	良	54μg/m³	96μg/m³	41~202	0.803mg/m³	38μg/m³	14μg/m³	90μg/m³
2019-04	75	良	33μg/m³	94μg/m³	44~164	0.597mg/m³	7μg/m³	32μg/m³	106μg/m³
2019-05	71	良	25μg/m³	68μg/m³	37~159	0.548mg/m³	5μg/m³	26μg/m³	113μg/m³
2019-06	67	良	19μg/m³	40μg/m³	22~120	0.583mg/m³	5μg/m³	31μg/m³	115μg/m³
2019-07	65	良	22μg/m³	42μg/m³	32~95	0.632mg/m³	3μg/m³	27μg/m³	115μg/m³
2019-08	37	优	13μg/m³	27μg/m³	17~72	0.613mg/m³	3μg/m³	23μg/m³	67μg/m³
2019-09	54	良	19μg/m³	47μg/m³	26~112	0.65mg/m³	6μg/m³	31μg/m³	84μg/m³
2019-10	61	良	32μg/m³	66μg/m³	25~122	0.748mg/m³	8μg/m³	39μg/m³	66μg/m³
2019-11	48	优	27μg/m³	48μg/m³	28~84	0.643mg/m³	33μg/m³	14μg/m³	44μg/m³
2019-12	95	良	70μg/m³	78μg/m³	28~279	0.981mg/m³	44μg/m³	21μg/m³	42μg/m³
2020-01	153	中度污染	116μg/m³	119μg/m³	52~261	1.261mg/m³	51μg/m³	26μg/m³	61μg/m³
2020-02	61	良	43μg/m³	50μg/m³	30~135	0.669mg/m³	22μg/m³	15μg/m³	75μg/m³
2020-03	63	良	37μg/m³	61μg/m³	35~150	0.623mg/m³	26μg/m³	10μg/m³	84μg/m³
2020-04	140	轻度污染	107μg/m³	128μg/m³	27~444	0.9mg/m³	9μg/m³	42μg/m³	111μg/m³
2020-05	60	良	22μg/m³	52μg/m³	27~136	0.519mg/m³	5μg/m³	25μg/m³	103μg/m³
2020-06	67	良	18μg/m³	40μg/m³	32~171	0.497mg/m³	5μg/m³	31μg/m³	115μg/m³
2020-07	67	良	21μg/m³	44μg/m³	28~125	0.59mg/m³	4μg/m³	29μg/m³	117μg/m³
2020-08	45	优	14μg/m³	32μg/m³	19~88	0.603mg/m³	3μg/m³	23μg/m³	84μg/m³
2020-09	42	优	18μg/m³	37μg/m³	19~71	0.667mg/m³	4μg/m³	26μg/m³	63μg/m³
2020-10	53	良	29μg/m³	56μg/m³	23~108	0.706mg/m³	8μg/m³	32μg/m³	61μg/m³
2020-11	66	良	42μg/m³	60μg/m³	22~186	0.77mg/m³	37μg/m³	12μg/m³	43μg/m³
2020-12	57	良	38μg/m³	57μg/m³	37~110	0.729mg/m³	37μg/m³	18μg/m³	42μg/m³
2021-01	74	良	54μg/m³	66μg/m³	32~279	0.884mg/m³	38μg/m³	18μg/m³	52μg/m³
2021-02	74	良	51μg/m³	70μg/m³	35~176	0.764mg/m³	29μg/m³	16μg/m³	73μg/m³
2021-03	80	良	44μg/m³	71μg/m³	35~154	0.723mg/m³	37μg/m³	11μg/m³	84μg/m³
2021-04	80	良	45μg/m³	79μg/m³	36~188	0.577mg/m³	8μg/m³	34μg/m³	104μg/m³
2021-05	67	良	25μg/m³	56μg/m³	32~125	0.561mg/m³	7μg/m³	29μg/m³	108μg/m³
2021-06	56	良	15μg/m³	34μg/m³	33~141	0.513mg/m³	5μg/m³	30μg/m³	102μg/m³
2021-07	49	优	15μg/m³	36μg/m³	30~80	0.548mg/m³	4μg/m³	24μg/m³	94μg/m³
2021-08	41	优	14μg/m³	31μg/m³	15~77	0.568mg/m³	4μg/m³	21μg/m³	77μg/m³
2021-09	40	优	13μg/m³	34μg/m³	19~56	0.557mg/m³	5μg/m³	28μg/m³	67μg/m³
2021-10	55	良	25μg/m³	58μg/m³	31~88	0.6mg/m³	8μg/m³	36μg/m³	55μg/m³
2021-11	62	良	40μg/m³	56μg/m³	25~127	0.677mg/m³	37μg/m³	11μg/m³	44μg/m³
2021-12	53	良	35μg/m³	49μg/m³	25~93	0.69mg/m³	33μg/m³	14μg/m³	43μg/m³
2022-01	81	良	59μg/m³	77μg/m³	46~156	0.848mg/m³	40μg/m³	16μg/m³	50μg/m³
